,rf,xg,lgbm
train_mse,1.036312023303157,1.8605092927005777,2.3635770919746366
train_mape,0.947023907131604,1.4366370485587132,1.6022674798775067
train_r2,0.9463228099615973,0.9036323919564441,0.8775753114086723
test_mse,2.386683180397849,2.6753918640157943,2.754450432719906
test_mape,1.5900071980212842,1.7136318839853142,1.7491091000905707
test_r2,0.8737118364743662,0.8584352007870373,0.8542519218606139
