,rf,xg,lgbm
train_mse,3.1626124230245924,3.77964491674158,5.696680359172328
train_mape,0.5824946329201433,0.7232350182523573,0.8979336950832257
train_r2,0.9940690030498942,0.9929118527738411,0.9893167453621565
test_mse,9.638761170339585,5.932220595874988,6.931846720099419
test_mape,1.0911439455135,0.8984746589341256,0.9905788359359657
test_r2,0.9820893983137092,0.9889768365114306,0.9871193462147223
