,rf,xg,lgbm
train_mse,9.898665704857104,7.440694441066616,11.878306344423793
train_mape,1.4070064509045501,1.3522087712842374,1.6546596598779666
train_r2,0.9857305762499518,0.9892738652723558,0.9828768248453627
test_mse,390.2824859761082,93.62992563240216,79.77717470892763
test_mape,11.624160949900393,5.196543192894893,4.567438591615158
test_r2,0.5572439632217712,0.8937815139381365,0.9094967697278339
