,rf,xg,lgbm
train_mse,7.362807168507446,10.103577099649558,12.497677990017348
train_mape,2.1197247130921064,2.5929078843685818,2.923161237077604
train_r2,0.8559391371112899,0.8023131664423062,0.7554701305980129
test_mse,53.63558841823637,59.94012658032028,54.00096254927441
test_mape,6.441738652968433,6.704727069857598,6.287636891331403
test_r2,0.1913306222868716,0.09627644086266585,0.18582183828929455
