,rf,xg,lgbm
train_mse,0.6739481038371562,0.9743592341106693,1.2611238589083014
train_mape,0.8149713704422775,1.056791336032874,1.2123417993541938
train_r2,0.956593852140512,0.9372456414028514,0.9187763443843315
test_mse,16.453536088545622,13.903741610296514,15.162636335258478
test_mape,4.389658622325079,4.0878838120753755,4.203141834512579
test_r2,0.16280107455496573,0.2925412827271122,0.22848542839192776
