,rf,xg,lgbm
train_mse,3.1164644690870884,2.9729314576944716,4.562505545125879
train_mape,0.4862255312359591,0.5112247372529671,0.6704881332083644
train_r2,0.9950021182134631,0.9952323024592716,0.9926830985589136
test_mse,62.519904885512304,32.665260788945176,32.077149568845236
test_mape,3.301111400344065,2.348678518289381,2.3267074564235766
test_r2,0.8740823254429091,0.9342108135820592,0.9353952939063899
